[2026-05-05 19:07:49] STATUS: SPOOFING_ALERT | TRUST: 20% | RSSI: -11.14 dB
[2026-05-05 23:51:57] STATUS: SPOOF_ALERT_Ground-Based Jammer | TRUST: 31.0% | RSSI: -50.25 dB
[2026-05-05 23:51:59] STATUS: SPOOF_ALERT_Ground-Based Jammer | TRUST: 31.0% | RSSI: -48.01 dB
[2026-05-05 23:52:02] STATUS: SPOOF_ALERT_Ground-Based Jammer | TRUST: 31.0% | RSSI: -42.14 dB
[2026-05-05 23:52:04] STATUS: SPOOF_ALERT_Ground-Based Jammer | TRUST: 31.0% | RSSI: -44.47 dB
[2026-05-05 23:52:07] STATUS: SPOOF_ALERT_Ground-Based Jammer | TRUST: 32.666666666666664% | RSSI: -43.29 dB
[2026-05-05 23:52:09] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 30.333333333333332% | RSSI: -13.84 dB
[2026-05-05 23:52:11] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 33.166666666666664% | RSSI: -47.91 dB
[2026-05-05 23:52:14] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 33.166666666666664% | RSSI: -48.36 dB
[2026-05-05 23:52:16] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 30.333333333333332% | RSSI: -8.04 dB
[2026-05-05 23:52:19] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 28.666666666666668% | RSSI: -33.18 dB
[2026-05-05 23:52:21] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 28.666666666666668% | RSSI: -40.42 dB
[2026-05-05 23:52:23] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 28.666666666666668% | RSSI: -46.57 dB
[2026-05-05 23:52:26] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 28.666666666666668% | RSSI: -49.16 dB
[2026-05-05 23:52:28] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 28.666666666666668% | RSSI: -46.45 dB
[2026-05-05 23:52:30] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 28.666666666666668% | RSSI: -41.34 dB
[2026-05-05 23:52:33] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 28.166666666666668% | RSSI: -37.12 dB
[2026-05-05 23:52:35] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 28.166666666666668% | RSSI: -48.42 dB
[2026-05-05 23:52:37] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 29.333333333333332% | RSSI: -35.78 dB
[2026-05-05 23:52:40] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 29.333333333333332% | RSSI: -42.39 dB
[2026-05-05 23:52:42] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 29.333333333333332% | RSSI: -44.99 dB
[2026-05-05 23:52:44] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 32.166666666666664% | RSSI: -52.19 dB
[2026-05-05 23:52:47] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 33.833333333333336% | RSSI: -44.43 dB
[2026-05-05 23:52:49] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 33.833333333333336% | RSSI: -44.34 dB
[2026-05-05 23:52:51] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 33.833333333333336% | RSSI: -50.72 dB
[2026-05-05 23:52:54] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 31.0% | RSSI: -14.00 dB
[2026-05-05 23:52:56] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 31.0% | RSSI: -39.62 dB
[2026-05-05 23:52:58] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 31.0% | RSSI: -47.45 dB
[2026-05-05 23:53:01] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 29.833333333333332% | RSSI: -35.80 dB
[2026-05-05 23:53:03] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 29.833333333333332% | RSSI: -51.44 dB
[2026-05-05 23:53:06] STATUS: SPOOF_ALERT_Ground-Based Jammer | TRUST: 28.666666666666668% | RSSI: -17.01 dB
[2026-05-05 23:53:08] STATUS: SPOOF_ALERT_Ground-Based Jammer | TRUST: 28.666666666666668% | RSSI: -47.51 dB
[2026-05-05 23:53:10] STATUS: SPOOF_ALERT_Ground-Based Jammer | TRUST: 25.833333333333332% | RSSI: -20.04 dB
[2026-05-05 23:53:13] STATUS: SPOOF_ALERT_Ground-Based Jammer | TRUST: 24.166666666666668% | RSSI: -27.93 dB
[2026-05-05 23:53:15] STATUS: SPOOF_ALERT_Ground-Based Jammer | TRUST: 21.333333333333332% | RSSI: -7.65 dB
[2026-05-05 23:53:17] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 18.5% | RSSI: -14.90 dB
[2026-05-05 23:53:19] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 18.5% | RSSI: -49.00 dB
[2026-05-05 23:53:22] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 21.333333333333332% | RSSI: -44.35 dB
[2026-05-05 23:53:24] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 21.333333333333332% | RSSI: -46.06 dB
[2026-05-05 23:53:26] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 21.333333333333332% | RSSI: -45.00 dB
[2026-05-05 23:53:28] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 23.0% | RSSI: -45.42 dB
[2026-05-05 23:53:31] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 23.0% | RSSI: -43.27 dB
[2026-05-05 23:53:33] STATUS: SPOOF_ALERT_Tactical Drone | TRUST: 25.833333333333332% | RSSI: -46.47 dB
[2026-05-05 23:53:35] STATUS: SPOOF_ALERT_Unknown | TRUST: 23.0% | RSSI: -8.08 dB
[2026-05-05 23:53:37] STATUS: SPOOF_ALERT_Unknown | TRUST: 25.833333333333332% | RSSI: -46.87 dB
[2026-05-05 23:53:40] STATUS: ALERT_Unknown_SPOOFING | TRUST: 27.5% | RSSI: -42.23 dB
[2026-05-05 23:53:49] STATUS: ALERT_SEARCHING_SPOOFING | TRUST: 36.0% | RSSI: -37.51 dB
[2026-05-05 23:53:51] STATUS: ALERT_SEARCHING_SPOOFING | TRUST: 36.0% | RSSI: -44.50 dB
[2026-05-05 23:53:53] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 24.666666666666668% | RSSI: -15.94 dB
[2026-05-05 23:53:55] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 27.5% | RSSI: -46.96 dB
[2026-05-05 23:53:57] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 22.4% | RSSI: -23.08 dB
[2026-05-05 23:53:59] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 24.666666666666668% | RSSI: -44.95 dB
[2026-05-05 23:54:01] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 26.285714285714285% | RSSI: -48.45 dB
[2026-05-05 23:54:03] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 27.5% | RSSI: -40.93 dB
[2026-05-05 23:54:05] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 28.444444444444443% | RSSI: -39.68 dB
[2026-05-05 23:54:07] STATUS: ALERT_Unknown_SPOOFING | TRUST: 25.8% | RSSI: -6.74 dB
[2026-05-05 23:54:09] STATUS: ALERT_Unknown_SPOOFING | TRUST: 26.727272727272727% | RSSI: -46.70 dB
[2026-05-05 23:54:11] STATUS: ALERT_Unknown_SPOOFING | TRUST: 24.666666666666668% | RSSI: -17.81 dB
[2026-05-05 23:54:13] STATUS: ALERT_Unknown_SPOOFING | TRUST: 21.833333333333332% | RSSI: -15.34 dB
[2026-05-05 23:54:15] STATUS: ALERT_Unknown_SPOOFING | TRUST: 21.833333333333332% | RSSI: -44.52 dB
[2026-05-05 23:54:17] STATUS: ALERT_Unknown_SPOOFING | TRUST: 21.833333333333332% | RSSI: -16.25 dB
[2026-05-05 23:54:19] STATUS: ALERT_Unknown_SPOOFING | TRUST: 21.833333333333332% | RSSI: -50.96 dB
[2026-05-05 23:54:21] STATUS: ALERT_Unknown_SPOOFING | TRUST: 24.666666666666668% | RSSI: -47.23 dB
[2026-05-05 23:54:23] STATUS: ALERT_Unknown_SPOOFING | TRUST: 24.666666666666668% | RSSI: -40.52 dB
[2026-05-05 23:54:25] STATUS: ALERT_Unknown_SPOOFING | TRUST: 22.833333333333332% | RSSI: -26.20 dB
[2026-05-05 23:54:27] STATUS: ALERT_Unknown_SPOOFING | TRUST: 22.833333333333332% | RSSI: -48.22 dB
[2026-05-05 23:54:29] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 20.0% | RSSI: -12.21 dB
[2026-05-05 23:54:31] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 20.0% | RSSI: -14.85 dB
[2026-05-05 23:54:33] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 17.166666666666668% | RSSI: -20.27 dB
[2026-05-05 23:54:35] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 17.166666666666668% | RSSI: -15.48 dB
[2026-05-05 23:54:37] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 19.5% | RSSI: -37.45 dB
[2026-05-05 23:54:39] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 19.5% | RSSI: -39.32 dB
[2026-05-05 23:54:41] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 22.333333333333332% | RSSI: -43.66 dB
[2026-05-05 23:54:43] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 22.333333333333332% | RSSI: -42.48 dB
[2026-05-05 23:54:45] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 22.333333333333332% | RSSI: -49.97 dB
[2026-05-05 23:54:47] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 22.333333333333332% | RSSI: -46.20 dB
[2026-05-05 23:54:49] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 22.5% | RSSI: -34.35 dB
[2026-05-05 23:54:51] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 22.5% | RSSI: -40.75 dB
[2026-05-05 23:54:53] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 25.333333333333332% | RSSI: -51.14 dB
[2026-05-05 23:54:55] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 28.166666666666668% | RSSI: -47.46 dB
[2026-05-05 23:54:57] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 31.0% | RSSI: -40.51 dB
[2026-05-05 23:54:59] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 33.833333333333336% | RSSI: -41.00 dB
[2026-05-05 23:55:01] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 34.333333333333336% | RSSI: -52.23 dB
[2026-05-05 23:55:03] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 34.333333333333336% | RSSI: -42.30 dB
[2026-05-05 23:55:05] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 34.333333333333336% | RSSI: -45.72 dB
[2026-05-05 23:55:07] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 34.333333333333336% | RSSI: -47.29 dB
[2026-05-05 23:55:09] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 31.5% | RSSI: -15.88 dB
[2026-05-05 23:55:11] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 28.666666666666668% | RSSI: -8.97 dB
[2026-05-05 23:55:13] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 30.333333333333332% | RSSI: -49.08 dB
[2026-05-05 23:55:15] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 30.333333333333332% | RSSI: -42.46 dB
[2026-05-05 23:55:17] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 30.333333333333332% | RSSI: -42.24 dB
[2026-05-05 23:55:19] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 30.333333333333332% | RSSI: -46.03 dB
[2026-05-05 23:55:21] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 30.333333333333332% | RSSI: -51.50 dB
[2026-05-05 23:55:23] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 30.333333333333332% | RSSI: -49.90 dB
[2026-05-05 23:55:25] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 30.333333333333332% | RSSI: -55.45 dB
[2026-05-05 23:55:27] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 27.5% | RSSI: -20.43 dB
[2026-05-05 23:55:30] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 27.5% | RSSI: -48.19 dB
[2026-05-05 23:55:32] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 24.666666666666668% | RSSI: -10.27 dB
[2026-05-05 23:55:34] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 27.5% | RSSI: -47.35 dB
[2026-05-05 23:55:36] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 30.333333333333332% | RSSI: -46.81 dB
[2026-05-05 23:55:39] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 27.5% | RSSI: -15.70 dB
[2026-05-05 23:55:41] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 27.5% | RSSI: -48.06 dB
[2026-05-05 23:55:43] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 27.5% | RSSI: -40.97 dB
[2026-05-05 23:55:45] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 27.5% | RSSI: -42.06 dB
[2026-05-05 23:55:48] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 27.5% | RSSI: -43.50 dB
[2026-05-05 23:55:50] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 24.666666666666668% | RSSI: -12.56 dB
[2026-05-05 23:55:52] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 24.666666666666668% | RSSI: -38.62 dB
[2026-05-05 23:55:54] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 27.5% | RSSI: -51.34 dB
[2026-05-05 23:55:56] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 27.5% | RSSI: -40.12 dB
[2026-05-05 23:55:59] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 30.333333333333332% | RSSI: -45.20 dB
[2026-05-05 23:56:01] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 29.833333333333332% | RSSI: -36.07 dB
[2026-05-05 23:56:03] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 29.833333333333332% | RSSI: -38.04 dB
[2026-05-05 23:56:05] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 32.666666666666664% | RSSI: -45.40 dB
[2026-05-05 23:56:07] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 32.666666666666664% | RSSI: -52.53 dB
[2026-05-05 23:56:10] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 32.666666666666664% | RSSI: -43.71 dB
[2026-05-05 23:56:12] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 32.666666666666664% | RSSI: -56.19 dB
[2026-05-05 23:56:14] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 32.666666666666664% | RSSI: -48.79 dB
[2026-05-05 23:56:16] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 35.5% | RSSI: -48.91 dB
[2026-05-05 23:56:18] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 35.5% | RSSI: -43.63 dB
[2026-05-05 23:56:20] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 35.5% | RSSI: -42.30 dB
[2026-05-05 23:56:22] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 35.5% | RSSI: -42.07 dB
[2026-05-05 23:56:25] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 35.5% | RSSI: -45.19 dB
[2026-05-05 23:56:27] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 36.0% | RSSI: -44.16 dB
[2026-05-05 23:56:29] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 36.0% | RSSI: -49.67 dB
[2026-05-05 23:56:31] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 36.0% | RSSI: -44.68 dB
[2026-05-05 23:56:33] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 36.0% | RSSI: -44.58 dB
[2026-05-05 23:56:35] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 36.0% | RSSI: -44.94 dB
[2026-05-05 23:56:38] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 36.0% | RSSI: -41.38 dB
[2026-05-05 23:56:40] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 36.0% | RSSI: -48.33 dB
[2026-05-05 23:56:42] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 36.0% | RSSI: -46.12 dB
[2026-05-05 23:56:44] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 36.0% | RSSI: -41.24 dB
[2026-05-05 23:56:46] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 36.0% | RSSI: -39.41 dB
[2026-05-05 23:56:49] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 36.0% | RSSI: -43.49 dB
[2026-05-05 23:56:51] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 36.0% | RSSI: -50.08 dB
[2026-05-05 23:56:53] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 36.0% | RSSI: -43.63 dB
[2026-05-05 23:56:55] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 36.0% | RSSI: -47.24 dB
[2026-05-05 23:56:57] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 36.0% | RSSI: -50.07 dB
[2026-05-05 23:56:59] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 36.0% | RSSI: -41.36 dB
[2026-05-05 23:57:01] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 36.0% | RSSI: -43.63 dB
[2026-05-05 23:57:04] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 36.0% | RSSI: -48.19 dB
[2026-05-05 23:57:06] STATUS: ALERT_Unknown_SPOOFING | TRUST: 33.166666666666664% | RSSI: -6.85 dB
[2026-05-05 23:57:08] STATUS: ALERT_Unknown_SPOOFING | TRUST: 30.333333333333332% | RSSI: -8.29 dB
[2026-05-05 23:57:10] STATUS: ALERT_Unknown_SPOOFING | TRUST: 30.333333333333332% | RSSI: -43.83 dB
[2026-05-05 23:57:12] STATUS: ALERT_Unknown_SPOOFING | TRUST: 30.333333333333332% | RSSI: -49.65 dB
[2026-05-05 23:57:14] STATUS: ALERT_Unknown_SPOOFING | TRUST: 30.333333333333332% | RSSI: -49.56 dB
[2026-05-05 23:57:17] STATUS: ALERT_Unknown_SPOOFING | TRUST: 30.333333333333332% | RSSI: -54.26 dB
[2026-05-05 23:57:19] STATUS: ALERT_Unknown_SPOOFING | TRUST: 30.333333333333332% | RSSI: -38.66 dB
[2026-05-05 23:57:21] STATUS: ALERT_Unknown_SPOOFING | TRUST: 29.833333333333332% | RSSI: -36.44 dB
[2026-05-05 23:57:23] STATUS: ALERT_Unknown_SPOOFING | TRUST: 29.833333333333332% | RSSI: -44.69 dB
[2026-05-05 23:57:25] STATUS: ALERT_Unknown_SPOOFING | TRUST: 29.833333333333332% | RSSI: -48.43 dB
[2026-05-05 23:57:28] STATUS: ALERT_Unknown_SPOOFING | TRUST: 29.833333333333332% | RSSI: -44.01 dB
[2026-05-05 23:57:30] STATUS: ALERT_Unknown_SPOOFING | TRUST: 29.833333333333332% | RSSI: -47.91 dB
[2026-05-05 23:57:32] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 29.833333333333332% | RSSI: -12.39 dB
[2026-05-05 23:57:34] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 32.666666666666664% | RSSI: -52.60 dB
[2026-05-05 23:57:36] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 32.666666666666664% | RSSI: -40.17 dB
[2026-05-05 23:57:38] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 32.666666666666664% | RSSI: -46.76 dB
[2026-05-05 23:57:41] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 32.666666666666664% | RSSI: -39.85 dB
[2026-05-05 23:57:43] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 32.666666666666664% | RSSI: -57.04 dB
[2026-05-05 23:57:45] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 32.666666666666664% | RSSI: -52.69 dB
[2026-05-05 23:57:47] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 30.333333333333332% | RSSI: -20.95 dB
[2026-05-05 23:57:49] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 30.333333333333332% | RSSI: -38.98 dB
[2026-05-05 23:57:52] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 27.5% | RSSI: -19.78 dB
[2026-05-05 23:57:54] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 27.5% | RSSI: -38.19 dB
[2026-05-05 23:57:56] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 27.5% | RSSI: -43.51 dB
[2026-05-05 23:57:58] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 30.333333333333332% | RSSI: -50.06 dB
[2026-05-05 23:58:00] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 30.333333333333332% | RSSI: -54.60 dB
[2026-05-05 23:58:02] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 30.333333333333332% | RSSI: -47.86 dB
[2026-05-05 23:58:04] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 30.333333333333332% | RSSI: -42.54 dB
[2026-05-05 23:58:06] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 30.333333333333332% | RSSI: -47.34 dB
[2026-05-05 23:58:08] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 30.333333333333332% | RSSI: -39.77 dB
[2026-05-05 23:58:10] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 30.333333333333332% | RSSI: -52.13 dB
[2026-05-05 23:58:12] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 33.166666666666664% | RSSI: -48.50 dB
[2026-05-05 23:58:14] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 33.166666666666664% | RSSI: -50.42 dB
[2026-05-05 23:58:16] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 36.0% | RSSI: -42.41 dB
[2026-05-05 23:58:18] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 36.0% | RSSI: -39.29 dB
[2026-05-05 23:58:20] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 36.0% | RSSI: -44.92 dB
[2026-05-05 23:58:22] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 33.166666666666664% | RSSI: -20.74 dB
[2026-05-05 23:58:24] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 33.166666666666664% | RSSI: -50.13 dB
[2026-05-05 23:58:26] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 33.166666666666664% | RSSI: -42.27 dB
[2026-05-05 23:58:27] STATUS: ALERT_SEARCHING_SPOOFING | TRUST: 36.0% | RSSI: -50.62 dB
[2026-05-05 23:58:29] STATUS: ALERT_SEARCHING_SPOOFING | TRUST: 36.0% | RSSI: -47.87 dB
[2026-05-05 23:58:31] STATUS: ALERT_SEARCHING_SPOOFING | TRUST: 36.0% | RSSI: -43.12 dB
[2026-05-05 23:58:33] STATUS: ALERT_SEARCHING_SPOOFING | TRUST: 36.0% | RSSI: -48.07 dB
[2026-05-05 23:58:35] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 29.2% | RSSI: -19.94 dB
[2026-05-05 23:58:37] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 29.333333333333332% | RSSI: -36.89 dB
[2026-05-05 23:58:39] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 30.285714285714285% | RSSI: -45.51 dB
[2026-05-05 23:58:41] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 31.0% | RSSI: -45.13 dB
[2026-05-05 23:58:43] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 27.77777777777778% | RSSI: -8.76 dB
[2026-05-05 23:58:46] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 28.6% | RSSI: -40.59 dB
[2026-05-05 23:58:47] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 26.181818181818183% | RSSI: -14.14 dB
[2026-05-05 23:58:49] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 27.0% | RSSI: -44.56 dB
[2026-05-05 23:58:51] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 27.0% | RSSI: -39.83 dB
[2026-05-05 23:58:54] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 27.0% | RSSI: -38.38 dB
[2026-05-05 23:58:56] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 27.0% | RSSI: -41.74 dB
[2026-05-05 23:58:58] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 27.0% | RSSI: -50.01 dB
[2026-05-05 23:59:00] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 27.0% | RSSI: -10.07 dB
[2026-05-05 23:59:02] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 27.5% | RSSI: -48.48 dB
[2026-05-05 23:59:04] STATUS: ALERT_Ground-Based Jammer_SPOOFING | TRUST: 27.5% | RSSI: -40.59 dB
[2026-05-05 23:59:06] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 24.666666666666668% | RSSI: -14.77 dB
[2026-05-05 23:59:08] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 27.5% | RSSI: -42.52 dB
[2026-05-05 23:59:10] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 27.5% | RSSI: -49.35 dB
[2026-05-05 23:59:12] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 30.333333333333332% | RSSI: -37.90 dB
[2026-05-05 23:59:14] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 30.333333333333332% | RSSI: -44.19 dB
[2026-05-05 23:59:16] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 30.333333333333332% | RSSI: -44.66 dB
[2026-05-05 23:59:18] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 27.5% | RSSI: -8.73 dB
[2026-05-05 23:59:20] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 27.5% | RSSI: -51.46 dB
[2026-05-05 23:59:22] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 24.666666666666668% | RSSI: -20.88 dB
[2026-05-05 23:59:24] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 27.5% | RSSI: -44.52 dB
[2026-05-05 23:59:26] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 27.5% | RSSI: -39.51 dB
[2026-05-05 23:59:28] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 27.5% | RSSI: -47.23 dB
[2026-05-05 23:59:30] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 27.5% | RSSI: -7.92 dB
[2026-05-05 23:59:32] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 27.5% | RSSI: -50.51 dB
[2026-05-05 23:59:34] STATUS: ALERT_Tactical Drone_SPOOFING | TRUST: 27.5% | RSSI: -39.83 dB
